date_id,day,month,year,quarter
1246,13,7,1981,2
1247,10,8,1981,2
1248,21,9,1981,3
1249,14,9,1981,3
1250,5,10,1981,3
1251,12,10,1981,3
1252,19,10,1981,3
1253,26,10,1981,3
1254,9,11,1981,3
1255,2,11,1981,3
1256,14,12,1981,3
1257,3,8,1981,2
1258,20,4,1981,1
1259,30,3,1981,1
1260,23,3,1981,1
1261,2,3,1981,1
1262,2,2,1981,1
1263,13,4,1981,1
1264,17,8,1981,2
1265,4,5,1981,2
1266,25,5,1981,2
1267,22,6,1981,2
1268,1,9,1981,3
1269,24,12,1981,3
1270,13,1,1982,1
1271,28,4,1981,1
1272,28,7,1981,2
1273,16,2,1981,1
1274,10,6,1981,2
1275,2,10,1981,3
1276,6,3,1981,1
1277,9,7,1981,2
1278,11,12,1981,3
1279,10,7,1981,2
1280,12,6,1981,2
1281,8,5,1981,2
1282,9,1,1981,1
1283,25,9,1981,3
1284,18,1,1982,1
1285,25,1,1982,1
1286,22,2,1982,1
1287,15,11,1982,3
1288,11,1,1982,1
1289,1,2,1982,1
1290,29,3,1982,1
1291,17,5,1982,2
1292,26,4,1982,1
1293,10,5,1982,2
1294,7,6,1982,2
1295,14,6,1982,2
1296,5,7,1982,2
1297,12,7,1982,2
1298,19,7,1982,2
1299,9,8,1982,2
1300,20,9,1982,3
1301,27,9,1982,3
1302,13,9,1982,3
1303,6,11,1982,3
1304,11,10,1982,3
1305,18,10,1982,3
1306,4,10,1982,3
1307,25,10,1982,3
1308,8,11,1982,3
1309,1,11,1982,3
1310,13,12,1982,3
1311,20,12,1982,3
1312,28,12,1982,3
1313,15,3,1982,1
1314,3,8,1982,2
1315,8,2,1982,1
1316,19,4,1982,1
1317,16,8,1982,2
1318,8,3,1982,1
1319,4,1,1982,1
1320,15,2,1982,1
1321,12,4,1982,1
1322,13,3,1982,1
1323,22,3,1982,1
1324,5,4,1982,1
1325,25,4,1982,1
1326,2,5,1982,2
1327,22,11,1982,3
1328,24,5,1982,2
1329,21,6,1982,2
1330,31,8,1982,2
1331,2,12,1982,3
1332,18,1,1983,1
1333,20,4,1982,1
1334,3,5,1982,2
1335,26,7,1982,2
1336,27,4,1982,1
1337,14,10,1982,3
1338,19,1,1982,1
1339,28,3,1982,1
1340,10,8,1982,2
1341,30,11,1982,3
1342,14,12,1982,3
1343,11,6,1982,2
1344,5,3,1982,1
1345,1,10,1982,3
1346,9,7,1982,2
1347,6,8,1982,2
1348,8,1,1982,1
1349,22,1,1982,1
1350,7,5,1982,2
1351,15,1,1982,1
1352,26,11,1982,3
1353,24,1,1983,1
1354,14,2,1983,1
1355,10,1,1983,1
1356,7,3,1983,1
1357,21,3,1983,1
1358,16,5,1983,2
1359,25,4,1983,1
1360,9,5,1983,2
1361,6,6,1983,2
1362,13,6,1983,2
1363,4,7,1983,2
1364,11,7,1983,2
1365,18,7,1983,2
1366,19,9,1983,3
1367,25,9,1983,3
1368,12,9,1983,3
1369,3,10,1983,3
1370,21,11,1983,3
1371,10,10,1983,3
1372,17,10,1983,3
1373,24,10,1983,3
1374,7,11,1983,3
1375,31,10,1983,3
1376,12,12,1983,3
1377,19,12,1983,3
1378,11,4,1983,1
1379,1,8,1983,2
1380,31,1,1983,1
1381,28,2,1983,1
1382,18,4,1983,1
1383,15,8,1983,2
1384,4,4,1983,1
1385,14,3,1983,1
1386,28,3,1983,1
1387,24,4,1983,1
1388,1,5,1983,2
1389,8,8,1983,2
1390,23,5,1983,2
1391,20,6,1983,2
1392,30,8,1983,2
1393,29,11,1983,3
1394,10,1,1984,1
1395,26,4,1983,1
1396,2,5,1983,2
1397,14,11,1983,3
1398,25,7,1983,2
1399,21,2,1983,1
1400,12,4,1983,1
1401,7,2,1983,1
1402,4,5,1983,2
1403,8,7,1983,2
1404,30,9,1983,3
1405,4,3,1983,1
1406,26,12,1983,3
1407,6,5,1983,2
1408,10,6,1983,2
1409,14,1,1983,1
1410,9,1,1984,1
1411,9,4,1984,1
1412,2,4,1984,1
1413,14,5,1984,2
1414,27,2,1984,1
1415,7,5,1984,2
1416,11,6,1984,2
1417,18,6,1984,2
1418,9,7,1984,2
1419,16,7,1984,2
1420,23,7,1984,2
1421,30,7,1984,2
1422,6,8,1984,2
1423,17,9,1984,3
1424,24,9,1984,3
1425,10,9,1984,3
1426,1,10,1984,3
1427,19,11,1984,3
1428,8,10,1984,3
1429,15,10,1984,3
1430,29,10,1984,3
1431,12,11,1984,3
1432,22,10,1984,3
1433,10,12,1984,3
1434,17,12,1984,3
1435,24,12,1984,3
1436,12,3,1984,1
1437,23,4,1984,1
1438,13,8,1984,2
1439,23,1,1984,1
1440,6,2,1984,1
1441,5,3,1984,1
1442,19,3,1984,1
1443,16,4,1984,1
1444,6,5,1984,2
1445,13,5,1984,2
1446,20,8,1984,2
1447,5,11,1984,3
1448,28,5,1984,2
1449,25,6,1984,2
1450,28,8,1984,2
1451,26,11,1984,3
1452,8,1,1985,1
1453,24,4,1984,1
1454,21,5,1984,2
1455,13,2,1984,1
1456,26,3,1984,1
1457,8,8,1984,2
1458,4,5,1984,2
1459,24,2,1984,1
1460,13,7,1984,2
1461,28,9,1984,3
1462,15,6,1984,2
1463,2,3,1984,1
1464,13,1,1984,1
1465,19,7,1984,2
1466,16,12,1984,3
1467,7,1,1985,1
1468,18,2,1985,1
1469,25,2,1985,1
1470,18,3,1985,1
1471,8,4,1985,1
1472,15,4,1985,1
1473,22,4,1985,1
1474,6,4,1985,1
1475,13,5,1985,2
1476,20,5,1985,2
1477,10,6,1985,2
1478,17,6,1985,2
1479,8,7,1985,2
1480,15,7,1985,2
1481,22,7,1985,2
1482,5,8,1985,2
1483,12,8,1985,2
1484,9,9,1985,3
1485,16,9,1985,3
1486,7,10,1985,3
1487,14,10,1985,3
1488,21,10,1985,3
1489,18,11,1985,3
1490,9,12,1985,3
1491,16,12,1985,3
1492,23,12,1985,3
1493,21,1,1985,1
1494,28,1,1985,1
1495,4,2,1985,1
1496,11,3,1985,1
1497,25,3,1985,1
1498,1,4,1985,1
1499,29,4,1985,1
1500,6,5,1985,2
1501,19,8,1985,2
1502,23,9,1985,3
1503,4,11,1985,3
1504,11,11,1985,3
1505,27,5,1985,2
1506,24,6,1985,2
1507,27,8,1985,2
1508,25,11,1985,3
1509,14,1,1986,1
1510,10,5,1985,2
1511,8,3,1985,1
1512,4,10,1985,3
1513,2,8,1985,2
1514,14,6,1985,2
1515,19,4,1985,1
1516,20,12,1985,3
1517,18,1,1985,1
1518,24,11,1986,3
1519,6,1,1986,1
1520,3,2,1986,1
1521,10,11,1986,3
1522,14,4,1986,1
1523,7,4,1986,1
1524,5,5,1986,2
1525,28,4,1986,1
1526,19,5,1986,2
1527,9,6,1986,2
1528,16,6,1986,2
1529,7,7,1986,2
1530,21,7,1986,2
1531,28,7,1986,2
1532,4,8,1986,2
1533,8,9,1986,3
1534,29,9,1986,3
1535,6,10,1986,3
1536,13,10,1986,3
1537,31,3,1986,1
1538,27,10,1986,3
1539,20,10,1986,3
1540,10,3,1986,1
1541,11,8,1986,2
1542,27,1,1986,1
1543,10,2,1986,1
1544,17,11,1986,3
1545,17,3,1986,1
1546,24,3,1986,1
1547,21,4,1986,1
1548,15,9,1986,3
1549,12,5,1986,2
1550,18,8,1986,2
1551,22,9,1986,3
1552,3,11,1986,3
1553,26,5,1986,2
1554,23,6,1986,2
1555,26,8,1986,2
1556,1,12,1986,3
1557,24,2,1986,1
1558,7,3,1986,1
1559,3,4,1986,1
1560,3,10,1986,3
1561,18,7,1986,2
1562,26,12,1986,3
1563,1,10,1986,3
1564,13,6,1986,2
1565,9,5,1986,2
1566,23,5,1986,2
1567,4,4,1986,1
1568,17,1,1986,1
1569,26,1,1987,1
1570,20,7,1987,2
1571,9,11,1987,3
1572,23,11,1987,3
1573,5,1,1987,1
1574,16,11,1987,3
1575,23,3,1987,1
1576,13,4,1987,1
1577,6,4,1987,1
1578,4,5,1987,2
1579,14,9,1987,3
1580,18,5,1987,2
1581,8,6,1987,2
1582,15,6,1987,2
1583,6,7,1987,2
1584,27,7,1987,2
1585,13,7,1987,2
1586,3,8,1987,2
1587,28,9,1987,3
1588,5,10,1987,3
1589,12,10,1987,3
1590,26,10,1987,3
1591,19,10,1987,3
1592,30,12,1986,3
1593,10,11,1987,3
1594,2,11,1987,3
1595,10,8,1987,2
1596,2,2,1987,1
1597,9,2,1987,1
1598,23,2,1987,1
1599,16,2,1987,1
1600,16,3,1987,1
1601,30,3,1987,1
1602,20,4,1987,1
1603,27,4,1987,1
1604,11,5,1987,2
1605,17,8,1987,2
1606,21,9,1987,3
1607,20,10,1987,3
1608,24,8,1987,2
1609,25,5,1987,2
1610,22,6,1987,2
1611,1,9,1987,3
1612,12,1,1987,1
1613,2,12,1987,3
1614,7,4,1987,1
1615,20,3,1987,1
1616,13,3,1987,1
1617,24,7,1987,2
1618,2,10,1987,3
1619,12,6,1987,2
1620,30,1,1987,1
1621,8,5,1987,2
1622,3,4,1987,1
1623,18,12,1987,3
1624,6,5,1987,2
1625,25,1,1988,1
1626,18,7,1988,2
1627,31,10,1988,3
1628,21,11,1988,3
1629,4,1,1988,1
1630,7,11,1988,3
1631,11,4,1988,1
1632,19,9,1988,3
1633,2,5,1988,2
1634,16,5,1988,2
1635,6,6,1988,2
1636,13,6,1988,2
1637,4,7,1988,2
1638,11,7,1988,2
1639,25,7,1988,2
1640,15,8,1988,2
1641,1,8,1988,2
1642,26,9,1988,3
1643,4,10,1988,3
1644,10,10,1988,3
1645,17,10,1988,3
1646,28,12,1987,3
1647,22,2,1988,1
1648,24,10,1988,3
1649,8,8,1988,2
1650,8,2,1988,1
1651,15,2,1988,1
1652,14,3,1988,1
1653,29,2,1988,1
1654,7,3,1988,1
1655,18,4,1988,1
1656,25,4,1988,1
1657,9,5,1988,2
1658,12,9,1988,3
1659,14,11,1988,3
1660,18,10,1988,3
1661,8,11,1988,3
1662,3,10,1988,3
1663,22,8,1988,2
1664,23,5,1988,2
1665,20,6,1988,2
1666,29,8,1988,2
1667,11,1,1988,1
1668,30,11,1988,3
1669,28,3,1988,1
1670,20,9,1988,3
1671,8,4,1988,1
1672,22,7,1988,2
1673,5,2,1988,1
1674,10,6,1988,2
1675,6,5,1988,2
1676,4,2,1988,1
1677,16,12,1988,3
1678,6,2,1989,1
1679,10,4,1989,1
1680,17,7,1989,2
1681,6,11,1989,3
1682,20,11,1989,3
1683,9,1,1989,1
1684,27,2,1989,1
1685,17,4,1989,1
1686,19,6,1989,2
1687,1,5,1989,2
1688,11,9,1989,3
1689,22,5,1989,2
1690,12,6,1989,2
1691,10,7,1989,2
1692,31,7,1989,2
1693,24,7,1989,2
1694,7,8,1989,2
1695,25,9,1989,3
1696,2,10,1989,3
1697,9,10,1989,3
1698,3,10,1989,3
1699,16,10,1989,3
1700,2,1,1989,1
1701,23,10,1989,3
1702,30,10,1989,3
1703,14,8,1989,2
1704,20,2,1989,1
1705,13,2,1989,1
1706,20,3,1989,1
1707,13,3,1989,1
1708,24,4,1989,1
1709,8,5,1989,2
1710,15,5,1989,2
1711,18,9,1989,3
1712,13,11,1989,3
1713,17,10,1989,3
1714,7,11,1989,3
1715,6,3,1989,1
1716,21,8,1989,2
1717,29,5,1989,2
1718,26,6,1989,2
1719,28,8,1989,2
1720,16,1,1989,1
1721,28,11,1989,3
1722,28,2,1989,1
1723,4,4,1989,1
1724,3,2,1989,1
1725,7,4,1989,1
1726,20,7,1989,2
1727,21,7,1989,2
1728,16,6,1989,2
1729,5,5,1989,2
1730,12,5,1989,2
1731,8,4,1989,1
1732,7,5,1989,2
1733,15,12,1989,3
1734,15,6,1989,2
1735,1,1,1990,1
1736,8,1,1990,1
1737,15,1,1990,1
1738,1,2,1990,1
1739,2,2,1990,1
1740,5,2,1990,1
1741,12,2,1990,1
1742,19,2,1990,1
1743,26,2,1990,1
1744,5,3,1990,1
1745,16,3,1990,1
1746,23,3,1990,1
1747,30,3,1990,1
1748,2,4,1990,1
1749,9,4,1990,1
1750,16,4,1990,1
1751,23,4,1990,1
1752,30,4,1990,1
1753,4,5,1990,2
1754,5,5,1990,2
1755,7,5,1990,2
1756,14,5,1990,2
1757,21,5,1990,2
1758,28,5,1990,2
1759,11,6,1990,2
1760,15,6,1990,2
1761,18,6,1990,2
1762,25,6,1990,2
1763,9,7,1990,2
1764,16,7,1990,2
1765,20,7,1990,2
1766,23,7,1990,2
1767,30,7,1990,2
1768,6,8,1990,2
1769,13,8,1990,2
1770,20,8,1990,2
1771,24,8,1990,2
1772,27,8,1990,2
1773,10,9,1990,3
1774,13,9,1990,3
1775,21,9,1990,3
1776,24,9,1990,3
1777,1,10,1990,3
1778,8,10,1990,3
1779,15,10,1990,3
1780,22,10,1990,3
1781,29,10,1990,3
1782,5,11,1990,3
1783,12,11,1990,3
1784,30,11,1990,3
1785,11,12,1990,3
1786,31,12,1990,3
1787,7,1,1991,1
1788,14,1,1991,1
1789,1,2,1991,1
1790,4,2,1991,1
1791,8,2,1991,1
1792,11,2,1991,1
1793,18,2,1991,1
1794,25,2,1991,1
1795,4,3,1991,1
1796,15,3,1991,1
1797,29,3,1991,1
1798,30,3,1991,1
1799,1,4,1991,1
1800,5,4,1991,1
1801,8,4,1991,1
1802,15,4,1991,1
1803,22,4,1991,1
1804,29,4,1991,1
1805,3,5,1991,2
1806,6,5,1991,2
1807,8,5,1991,2
1808,10,5,1991,2
1809,13,5,1991,2
1810,20,5,1991,2
1811,27,5,1991,2
1812,10,6,1991,2
1813,13,6,1991,2
1814,14,6,1991,2
1815,17,6,1991,2
1816,24,6,1991,2
1817,8,7,1991,2
1818,15,7,1991,2
1819,19,7,1991,2
1820,22,7,1991,2
1821,26,7,1991,2
1822,29,7,1991,2
1823,5,8,1991,2
1824,12,8,1991,2
1825,19,8,1991,2
1826,26,8,1991,2
1827,9,9,1991,3
1828,13,9,1991,3
1829,20,9,1991,3
1830,23,9,1991,3
1831,30,9,1991,3
1832,7,10,1991,3
1833,14,10,1991,3
1834,21,10,1991,3
1835,28,10,1991,3
1836,4,11,1991,3
1837,12,11,1991,3
1838,29,11,1991,3
1839,10,12,1991,3
1840,30,12,1991,3
1841,6,1,1992,1
1842,13,1,1992,1
1843,31,1,1992,1
1844,1,2,1992,1
1845,3,2,1992,1
1846,10,2,1992,1
1847,17,2,1992,1
1848,24,2,1992,1
1849,2,3,1992,1
1850,13,3,1992,1
1851,16,3,1992,1
1852,27,3,1992,1
1853,30,3,1992,1
1854,6,4,1992,1
1855,13,4,1992,1
1856,20,4,1992,1
1857,27,4,1992,1
1858,1,5,1992,2
1859,4,5,1992,2
1860,11,5,1992,2
1861,18,5,1992,2
1862,25,5,1992,2
1863,8,6,1992,2
1864,15,6,1992,2
1865,22,6,1992,2
1866,6,7,1992,2
1867,13,7,1992,2
1868,17,7,1992,2
1869,20,7,1992,2
1870,27,7,1992,2
1871,3,8,1992,2
1872,10,8,1992,2
1873,17,8,1992,2
1874,24,8,1992,2
1875,31,8,1992,2
1876,14,9,1992,3
1877,25,9,1992,3
1878,28,9,1992,3
1879,5,10,1992,3
1880,12,10,1992,3
1881,19,10,1992,3
1882,26,10,1992,3
1883,2,11,1992,3
1884,9,11,1992,3
1885,16,11,1992,3
1886,4,12,1992,3
1887,8,12,1992,3
1888,4,1,1993,1
1889,11,1,1993,1
1890,18,1,1993,1
1891,1,2,1993,1
1892,5,2,1993,1
1893,8,2,1993,1
1894,15,2,1993,1
1895,22,2,1993,1
1896,1,3,1993,1
1897,8,3,1993,1
1898,12,3,1993,1
1899,15,3,1993,1
1900,26,3,1993,1
1901,29,3,1993,1
1902,5,4,1993,1
1903,12,4,1993,1
1904,19,4,1993,1
1905,26,4,1993,1
1906,30,4,1993,1
1907,3,5,1993,2
1908,10,5,1993,2
1909,17,5,1993,2
1910,24,5,1993,2
1911,7,6,1993,2
1912,14,6,1993,2
1913,21,6,1993,2
1914,5,7,1993,2
1915,16,7,1993,2
1916,19,7,1993,2
1917,26,7,1993,2
1918,2,8,1993,2
1919,9,8,1993,2
1920,16,8,1993,2
1921,23,8,1993,2
1922,30,8,1993,2
1923,13,9,1993,3
1924,22,9,1993,3
1925,24,9,1993,3
1926,27,9,1993,3
1927,4,10,1993,3
1928,8,10,1993,3
1929,11,10,1993,3
1930,18,10,1993,3
1931,25,10,1993,3
1932,1,11,1993,3
1933,8,11,1993,3
1934,15,11,1993,3
1935,3,12,1993,3
1936,7,12,1993,3
1937,3,1,1994,1
1938,10,1,1994,1
1939,17,1,1994,1
1940,31,1,1994,1
1941,4,2,1994,1
1942,7,2,1994,1
1943,14,2,1994,1
1944,21,2,1994,1
1945,28,2,1994,1
1946,7,3,1994,1
1947,14,3,1994,1
1948,25,3,1994,1
1949,28,3,1994,1
1950,4,4,1994,1
1951,11,4,1994,1
1952,18,4,1994,1
1953,25,4,1994,1
1954,29,4,1994,1
1955,2,5,1994,2
1956,6,5,1994,2
1957,9,5,1994,2
1958,16,5,1994,2
1959,23,5,1994,2
1960,6,6,1994,2
1961,13,6,1994,2
1962,20,6,1994,2
1963,4,7,1994,2
1964,8,7,1994,2
1965,15,7,1994,2
1966,18,7,1994,2
1967,25,7,1994,2
1968,1,8,1994,2
1969,8,8,1994,2
1970,15,8,1994,2
1971,22,8,1994,2
1972,29,8,1994,2
1973,12,9,1994,3
1974,23,9,1994,3
1975,26,9,1994,3
1976,3,10,1994,3
1977,10,10,1994,3
1978,17,10,1994,3
1979,24,10,1994,3
1980,31,10,1994,3
1981,7,11,1994,3
1982,15,11,1994,3
1983,2,12,1994,3
1984,6,12,1994,3
1985,2,1,1995,1
1986,9,1,1995,1
1987,16,1,1995,1
1988,3,2,1995,1
1989,6,2,1995,1
1990,13,2,1995,1
1991,20,2,1995,1
1992,27,2,1995,1
1993,6,3,1995,1
1994,13,3,1995,1
1995,20,3,1995,1
1996,31,3,1995,1
1997,3,4,1995,1
1998,10,4,1995,1
1999,17,4,1995,1
2000,24,4,1995,1
2001,28,4,1995,1
2002,1,5,1995,2
2003,8,5,1995,2
2004,15,5,1995,2
2005,22,5,1995,2
2006,29,5,1995,2
2007,12,6,1995,2
2008,19,6,1995,2
2009,26,6,1995,2
2010,10,7,1995,2
2011,14,7,1995,2
2012,17,7,1995,2
2013,24,7,1995,2
2014,31,7,1995,2
2015,7,8,1995,2
2016,14,8,1995,2
2017,21,8,1995,2
2018,28,8,1995,2
2019,11,9,1995,3
2020,21,9,1995,3
2021,22,9,1995,3
2022,25,9,1995,3
2023,2,10,1995,3
2024,9,10,1995,3
2025,16,10,1995,3
2026,23,10,1995,3
2027,30,10,1995,3
2028,6,11,1995,3
2029,14,11,1995,3
2030,1,12,1995,3
2031,5,12,1995,3
2032,1,1,1996,1
2033,8,1,1996,1
2034,15,1,1996,1
2035,29,1,1996,1
2036,9,2,1996,1
2037,12,2,1996,1
2038,19,2,1996,1
2039,23,2,1996,1
2040,26,2,1996,1
2041,4,3,1996,1
2042,11,3,1996,1
2043,18,3,1996,1
2044,25,3,1996,1
2045,5,4,1996,1
2046,8,4,1996,1
2047,15,4,1996,1
2048,22,4,1996,1
2049,29,4,1996,1
2050,1,5,1996,2
2051,3,5,1996,2
2052,6,5,1996,2
2053,13,5,1996,2
2054,20,5,1996,2
2055,27,5,1996,2
2056,10,6,1996,2
2057,17,6,1996,2
2058,24,6,1996,2
2059,8,7,1996,2
2060,12,7,1996,2
2061,15,7,1996,2
2062,22,7,1996,2
2063,29,7,1996,2
2064,5,8,1996,2
2065,12,8,1996,2
2066,19,8,1996,2
2067,26,8,1996,2
2068,9,9,1996,3
2069,20,9,1996,3
2070,23,9,1996,3
2071,30,9,1996,3
2072,7,10,1996,3
2073,14,10,1996,3
2074,21,10,1996,3
2075,28,10,1996,3
2076,4,11,1996,3
2077,19,11,1996,3
2078,29,11,1996,3
2079,3,12,1996,3
2080,30,12,1996,3
2081,6,1,1997,1
2082,13,1,1997,1
2083,27,1,1997,1
2084,4,2,1997,1
2085,7,2,1997,1
2086,10,2,1997,1
2087,14,2,1997,1
2088,17,2,1997,1
2089,18,2,1997,1
2090,21,2,1997,1
2091,24,2,1997,1
2092,3,3,1997,1
2093,10,3,1997,1
2094,17,3,1997,1
2095,24,3,1997,1
2096,4,4,1997,1
2097,7,4,1997,1
2098,14,4,1997,1
2099,21,4,1997,1
2100,28,4,1997,1
2101,2,5,1997,2
2102,5,5,1997,2
2103,12,5,1997,2
2104,19,5,1997,2
2105,26,5,1997,2
2106,9,6,1997,2
2107,16,6,1997,2
2108,23,6,1997,2
2109,7,7,1997,2
2110,11,7,1997,2
2111,14,7,1997,2
2112,21,7,1997,2
2113,28,7,1997,2
2114,4,8,1997,2
2115,11,8,1997,2
2116,18,8,1997,2
2117,25,8,1997,2
2118,8,9,1997,3
2119,19,9,1997,3
2120,22,9,1997,3
2121,23,9,1997,3
2122,29,9,1997,3
2123,6,10,1997,3
2124,13,10,1997,3
2125,20,10,1997,3
2126,27,10,1997,3
2127,3,11,1997,3
2128,10,11,1997,3
2129,28,11,1997,3
2130,5,1,1998,1
2131,12,1,1998,1
2132,19,1,1998,1
2133,2,2,1998,1
2134,9,2,1998,1
2135,13,2,1998,1
2136,16,2,1998,1
2137,23,2,1998,1
2138,2,3,1998,1
2139,9,3,1998,1
2140,16,3,1998,1
2141,23,3,1998,1
2142,3,4,1998,1
2143,4,4,1998,1
2144,6,4,1998,1
2145,13,4,1998,1
2146,17,4,1998,1
2147,20,4,1998,1
2148,27,4,1998,1
2149,1,5,1998,2
2150,4,5,1998,2
2151,11,5,1998,2
2152,18,5,1998,2
2153,25,5,1998,2
2154,8,6,1998,2
2155,15,6,1998,2
2156,22,6,1998,2
2157,6,7,1998,2
2158,17,7,1998,2
2159,20,7,1998,2
2160,27,7,1998,2
2161,3,8,1998,2
2162,10,8,1998,2
2163,17,8,1998,2
2164,24,8,1998,2
2165,31,8,1998,2
2166,14,9,1998,3
2167,25,9,1998,3
2168,28,9,1998,3
2169,5,10,1998,3
2170,12,10,1998,3
2171,19,10,1998,3
2172,26,10,1998,3
2173,2,11,1998,3
2174,9,11,1998,3
2175,23,11,1998,3
2176,4,12,1998,3
2177,4,1,1999,1
2178,11,1,1999,1
2179,18,1,1999,1
2180,1,2,1999,1
2181,5,2,1999,1
2182,8,2,1999,1
2183,12,2,1999,1
2184,15,2,1999,1
2185,19,2,1999,1
2186,22,2,1999,1
2187,1,3,1999,1
2188,8,3,1999,1
2189,15,3,1999,1
2190,22,3,1999,1
2191,2,4,1999,1
2192,5,4,1999,1
2193,12,4,1999,1
2194,16,4,1999,1
2195,19,4,1999,1
2196,26,4,1999,1
2197,30,4,1999,1
2198,3,5,1999,2
2199,10,5,1999,2
2200,16,5,1999,2
2201,17,5,1999,2
2202,24,5,1999,2
2203,7,6,1999,2
2204,14,6,1999,2
2205,21,6,1999,2
2206,5,7,1999,2
2207,16,7,1999,2
2208,19,7,1999,2
2209,26,7,1999,2
2210,2,8,1999,2
2211,9,8,1999,2
2212,16,8,1999,2
2213,23,8,1999,2
2214,30,8,1999,2
2215,13,9,1999,3
2216,24,9,1999,3
2217,27,9,1999,3
2218,4,10,1999,3
2219,11,10,1999,3
2220,18,10,1999,3
2221,25,10,1999,3
2222,1,11,1999,3
2223,8,11,1999,3
2224,22,11,1999,3
2225,3,12,1999,3
2226,10,1,2000,1
2227,22,5,2000,2
2228,1,5,2000,2
2229,12,6,2000,2
2230,10,7,2000,2
2231,17,7,2000,2
2232,24,7,2000,2
2233,25,9,2000,3
2234,16,10,2000,3
2235,23,10,2000,3
2236,9,10,2000,3
2237,2,10,2000,3
2238,3,1,2000,1
2239,13,11,2000,3
2240,30,10,2000,3
2241,6,3,2000,1
2242,10,4,2000,1
2243,6,11,2000,3
2244,14,2,2000,1
2245,20,3,2000,1
2246,13,3,2000,1
2247,21,2,2000,1
2248,17,4,2000,1
2249,15,5,2000,2
2250,8,5,2000,2
2251,14,8,2000,2
2252,31,7,2000,2
2253,7,8,2000,2
2254,7,2,2000,1
2255,24,4,2000,1
2256,20,11,2000,3
2257,19,6,2000,2
2258,21,8,2000,2
2259,28,2,2000,1
2260,29,5,2000,2
2261,26,6,2000,2
2262,28,8,2000,2
2263,17,1,2000,1
2264,27,11,2000,3
2265,21,5,2000,2
2266,11,9,2000,3
2267,18,9,2000,3
2268,7,4,2000,1
2269,6,4,2000,1
2270,21,7,2000,2
2271,14,7,2000,2
2272,6,10,2000,3
2273,17,3,2000,1
2274,28,4,2000,1
2275,8,12,2000,3
2276,4,2,2000,1
2277,28,1,2000,1
2278,8,1,2001,1
2279,21,5,2001,2
2280,30,4,2001,1
2281,11,6,2001,2
2282,9,7,2001,2
2283,16,7,2001,2
2284,23,7,2001,2
2285,24,9,2001,3
2286,22,10,2001,3
2287,1,10,2001,3
2288,8,10,2001,3
2289,1,1,2001,1
2290,29,10,2001,3
2291,15,10,2001,3
2292,28,1,2001,1
2293,9,4,2001,1
2294,19,2,2001,1
2295,19,3,2001,1
2296,12,3,2001,1
2297,29,1,2001,1
2298,23,4,2001,1
2299,16,4,2001,1
2300,14,5,2001,2
2301,7,5,2001,2
2302,13,8,2001,2
2303,30,7,2001,2
2304,6,8,2001,2
2305,26,2,2001,1
2306,5,3,2001,1
2307,18,6,2001,2
2308,20,8,2001,2
2309,12,2,2001,1
2310,28,5,2001,2
2311,10,9,2001,3
2312,25,6,2001,2
2313,27,8,2001,2
2314,15,1,2001,1
2315,12,11,2001,3
2316,17,9,2001,3
2317,9,2,2001,1
2318,27,4,2001,1
2319,6,4,2001,1
2320,20,7,2001,2
2321,21,9,2001,3
2322,30,11,2001,3
2323,14,10,2002,3
2324,7,1,2002,1
2325,20,5,2002,2
2326,29,4,2002,1
2327,10,6,2002,2
2328,8,7,2002,2
2329,15,7,2002,2
2330,22,7,2002,2
2331,23,9,2002,3
2332,21,10,2002,3
2333,30,9,2002,3
2334,7,10,2002,3
2335,31,12,2001,3
2336,28,10,2002,3
2337,8,4,2002,1
2338,18,2,2002,1
2339,18,3,2002,1
2340,11,3,2002,1
2341,28,1,2002,1
2342,15,4,2002,1
2343,13,5,2002,2
2344,6,5,2002,2
2345,12,8,2002,2
2346,29,7,2002,2
2347,5,8,2002,2
2348,25,2,2002,1
2349,22,4,2002,1
2350,4,3,2002,1
2351,17,6,2002,2
2352,19,8,2002,2
2353,11,2,2002,1
2354,27,5,2002,2
2355,9,9,2002,3
2356,24,6,2002,2
2357,26,8,2002,2
2358,14,1,2002,1
2359,11,11,2002,3
2360,8,2,2002,1
2361,3,5,2002,2
2362,5,4,2002,1
2363,20,9,2002,3
2364,12,7,2002,2
2365,29,11,2002,3
2366,13,10,2003,3
2367,22,9,2003,3
2368,6,1,2003,1
2369,19,5,2003,2
2370,28,4,2003,1
2371,9,6,2003,2
2372,7,7,2003,2
2373,14,7,2003,2
2374,21,7,2003,2
2375,20,10,2003,3
2376,29,9,2003,3
2377,6,10,2003,3
2378,30,12,2002,3
2379,27,10,2003,3
2380,7,4,2003,1
2381,17,2,2003,1
2382,17,3,2003,1
2383,10,3,2003,1
2384,27,1,2003,1
2385,14,4,2003,1
2386,12,5,2003,2
2387,5,5,2003,2
2388,28,7,2003,2
2389,4,8,2003,2
2390,11,8,2003,2
2391,10,2,2003,1
2392,21,4,2003,1
2393,3,3,2003,1
2394,16,6,2003,2
2395,18,8,2003,2
2396,24,2,2003,1
2397,26,5,2003,2
2398,8,9,2003,3
2399,23,6,2003,2
2400,25,8,2003,2
2401,13,1,2003,1
2402,10,11,2003,3
2403,7,2,2003,1
2404,14,2,2003,1
2405,4,4,2003,1
2406,19,9,2003,3
2407,28,11,2003,3
2408,20,6,2003,2
2409,11,7,2003,2
2410,18,10,2004,3
